,id_segment,text_segment,relevance_label,relevance_type_norm
92,s10980-017-0553-4_46,The Upper Guinean forest is a global biodiversity hotspot and has become one of the most human modified forest ecosystems in the tropics having lost over 80% of its original forest cover with the remainder distributed in a fragmented agriculture forest mosaic,2,"DRIVERS, LULCC"
93,sustainability-09-01917-v2_95,Other differences between resulting maps come from 1 the number of vegetation types accounted for per grid cell and 2 various configurations of the background land cover map utilized among different modeling groups,0,
94,1-s2.0-S0169204617300270-main_301,In both areas perceived patterns of urban development matched well with the results from interpreted remote sensing data,1,LULCC
95,s12231-012-9216-1_332,From our knowledge the NTFPs extracted for export are in general collected by commercial enterprises outside the villages and price negotiations do not enter local markets. ,1,PRACTICES
96,s12231-012-9216-1_332b,In West African countries crop prices increased heavily after the food crises in 2007 2008 and still remain above the pre crisis level FAO 2010a OECD 2010 whereas individual countries seem to face quite distinct developments,0,
97,s11269-011-9931-x_214,The resilience of Sorghum and more generally its better adaptation to changing water availability is also reflected in a reduced income shortfall from 46 to 34 USD per caput with a frequency of occurrence dropping from 28 000 to 20 000. ,0,
98,s11269-011-9931-x_214b,Price Effect The last step evaluates the price effect for crops that are mainly traded locally,0,
99,s41559-017-0406-1_135,. To define the distribution of modern tropical forest we used the Landsat derived tree cover for the year ad 2000 ref,0,
100,ajol-file-journals_90_articles_224756_submission_proof_224756-1069-548532-1-10-20220505_64,C . C . represents a transition from one class to another. http www.tei c.org ns 1.0 xml id fig 4 Fig,0,
101,1-s2.0-S0924271618302570-main_139,These LC complexities are reflected in the increase of spectral confusions between classes which ultimately affect the accuracy of classifications e.g. less than 70% of grassland control points correctly classified,0,
102,s41598-024-52138-9_241,The Planet NICFI data was used because of its high performance when used in detecting subtle changes in land use,0,
103,fpls-07-01262_185,If this negative impact on crop yield was already depicted in the previous IPCC report it suggested such yield loss would only occur when exceeding 3 4 C local warming which might be due to an overestimation in previous studies of the yield benefits of enhanced atmospheric CO 2 . ,0,
104,fpls-07-01262_185b,Such robust evidence of future yield loss in West Africa also confirmed in previous review of the literature can be surprising in regards to the diverging projections in a warmer climate of summer monsoon rainfall,0,
105,1-s2.0-S0301479717300713-main_132,For example expansion of agricultural land is related to the distance to irrigation by dams to settlements to roads and population change see Table,1,"DRIVERS, LULCC"
106,sustainability-09-01917-v2_225,Those two effects can further explain the relative cooling induced by LULCC in the Sahel zone Figure,0,
107,1-s2.0-S0341816222001990-main_148,Overall the gain of severe and extremely severe desertification land was less than the loss area and the gain of non desertification and light desertification land was greater than the loss area.,1,LULCC
108,s10113-015-0891-1_304,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced reduction in Northern Africa 40 %,2,LULCC
109,9523685_147,This results in the fact that a species which is the most frequent under a given climate and land use condition becomes rare under other climate and land use conditions. ,0,
110,9523685_147b,Overall most of the listed species are classified as occasional or rare,0,
111,1-s2.0-S0304387816300670-main_360,We found no pattern of stable significant results on primacy. ,0,
112,1-s2.0-S0304387816300670-main_360b,Having shown evidence of the population effects predicted by our model we turn to effects on city total income,0,
113,nclimate2430_87,The pattern of deforestation can also influence how regional climate is modified,0,
114,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_118,However on the ground observations of this savannization process in action in intact landscapes are very few. ,0,
115,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_118b,Secondly we provide rare direct support for the long standing hypothesis that runaway fire feedbacks following an initial extreme fire can result in the savannization of tropical forests without additional anthropogenic drivers,1,"DRIVERS, LULCC"
116,1-s2.0-S0301479717300713-main_828,P7 Maybe my culture says that this a reserved area,0,
117,remotesensing-12-03817-v2_185,Apart from a large spatial co occurrence there is a good statistical synergy with our discrete land cover map,0,
118,1-s2.0-S0167880913003502-main_400,Whilst CA has been successfully introduced in high input and high yielding smallholder systems in the rice wheat region of South Asia the low input low productivity systems characteristic of much of Sub Saharan Africa requires attention,0,
119,nclimate2430_234,However the spatial and temporal redistribution of rainfall within a region is a major risk as it could lower soil moisture and reduce yields especially in some areas or during critical agricultural periods,0,
120,s43247-020-00053-y_8,At the interface of the Earth surface and atmosphere land cover has simultaneously been impacted by and contributed to those changes,0,
121,1-s2.0-S2351989419305116-main_48,Recent land use changes are estimated by computing the difference between 1992 and 2015 land cover maps. ,0,
122,1-s2.0-S2351989419305116-main_48b,The field study took place in the Plateau region in South Western Togo,0,
123,s13280-012-0292-3_106,Accordingly sites 1 4 fall within land cover types that account for almost 75 % of land with some tree or scrub cover,1,LULC
124,1-s2.0-S235198941500102X-main_188,due to crop failure,0,
125,1-s2.0-S0168192311001122-main_170,The results presented in this paper are based on future scenarios for climate and land use in Sub Saharan Africa derived from dynamic models which in turn have used certain assumptions on the changes of driving forces like global GHG emissions or projections of population growth for Benin Republic,0,
126,1-s2.0-S0264837701000205-main_118,1998 The issue of field expansion and reallocation in semiarid regions can serve to throw light on ways in which land use develops under conditions of changing opportunities which emerge as results of climatic modifications,1,LULC
127,s10584-013-0909-y_43,The Aztecs built their platforms up to a height of 0.5 to 0.7 m above water and reinforced the sides with posts interwoven with branches and trees planted along the edges,0,
128,F0067421183_8,This paper therefore looks at the land cover changes in Nigeria between 1975 and 2005 with a view to explaining this scenario. ,0,LULCC
129,F0067421183_8b,Body Content div Natural and human induced global environmental change belongs to the class of risk with high probability of occurrence and damage potential but in such a remote future for the time being no one is willing to perceive the threat,0,
130,1-s2.0-S0264837715302131-main_160,Land cover maps of the study area for 1975 1990 and 2010. http www.tei c.org ns 1.0 xml id fig 2 Fig,0,
131,010076607_224,However this need to be further investigated in order to quantify the resultants effects of land use cover change on Kossou hydropower plant and use of GIS based research model such as WetSpass Water and Energy Transfer between Soil Plants and Atmosphere under quasi Steady State model will help to better compute the components of the water balance and to better capture hydrological impacts of climate land use changes . ,0,
132,010076607_224b,This study assessed the climate land use and land cover changes in the Bandama basin and their impacts on hydrological system and on the hydropower generation of Kossou dam for the period 1981 2014,0,
133,1-s2.0-S0169204617300270-main_25,The share of urban population is also higher in Ghana than in West Africa where in 2010 about 42% of the West African population lived in urban areas,0,
134,s11625-014-0282-4_42,If their hypothesis were correct a perfect storm of pre existing rainfall gradients their further accentuation through global climate change and deforestation driven regional climatic drying could spell disaster not only for the subcontinent s last forests but eventually also for its globally important cocoa industry with a strong possibility of accentuating land conflicts in its wake. ,0,
135,s11625-014-0282-4_42B,The objective of this paper is to increase our understanding of the mutual interactions between cocoa farming migrations and environmental change in the West African forest region by analyzing the recent historic evidence for these processes,0,
136,s11269-011-9931-x_156,Since climate change will lead to conditions within the ORB that are similar to those currently prevailing around it particularly in the drier North and the more humid South the projections for the Basin are based on estimation for the Beninese territory as a whole distinguishing three components as follows. ,0,
