article_id,lulc_sentence
Article_75,"The analysis indicates that over the past 32 years, bare land, saline land, agricultural, industrial, and residential areas have increased by about 8, 6.2, 2.7, 0.63, and 0.48%, respectively; while rangeland area was decreased by 18%."
Article_75,"Results also indicate that given the predicted LC for year 2040 in comparison with the reference year (2017), saline land, agricultural, industrial, and residential areas will be likely to continue to increase by about 3, 1.5, 0.7, and 0.8%, respectively, whereas bare land and rangeland will most likely decrease by about 4.55 and 1.45%, respectively."
Article_75,| INTRODUCTION: The dynamic and sometimes substantial transformation in land use/land cover (LULC) occurs due to socio-economic and natural changes.
Article_75,The Hable-Rud River basin (HRB) has recently encountered desertification problems in its' south.
Article_75,"It receives very low precipitation in some parts of the basin (95 mm), and has a large area of saline lands (1,800 km 2 ) in the southern parts of the basin due to the presence of evaporative sediments."
Article_75,"Situated within the basin are the cities of Firouzkouh and part of Damavand in Tehran Province, and Garmsar, Sorkh, Aradan, and Eyvanekey in Semnan Province."
Article_75,"The geographic location of HRB is shown in Figure Most of the northern region is mountainous, while a large part of the southern region is in the plains."
Article_75,"Firstly, the arid study area has faced several years of drought from 1986 to 2017."
Article_75,"Secondly, during this period, rangeland was widely available for conversion to other LC classes."
Article_76,The built-up area expanded greatly (874 ha) while agriculture land (-687 ha) and barren land (-253 ha) show decreasing trend.
Article_76,The water bodies were found the lowest changes (57 ha) and vegetation cover got the largest proportion in all the years.
Article_76,This green-grey conversion in the last two decades (8.7%) and prospect along the main corridors show the gravity of unplanned urban growth at the cost of vegetation and agricultural land (-6.8%).
Article_76,"It is expected that due to land cover changes by 2032, ~60% of urban and peri-urban areas will experience very hot to hot temperatures (> 31.5°C)."
Article_76,"| Study area: The study area is situated in the southwestern district in Punjab province at the foothill of the Koh-e-Suleiman mountain range (Suleiman Range) The study area received a large population from the surrounding less developed areas in the past two decades mainly due to better quality of life, health care, education, and security reasons."
Article_76,"In 2022, however, the value jumped to 33°C (Figure | Exploring connections among LST, NDBI and NDVI: NDBI is used to identify the human settlements in land cover with few other essential features like roads, dams, canals, etc."
Article_76,"The predicted results of 2032 also indicated the tremendous increase of 4-5° C LST and UHI, which represents an alarming situation for urban dwellers and should be a matter of the highest concern for relevant authorities."
Article_76,"Due to political and socio-economic considerations, the land cover classification revealed that built-up areas and water bodies increased by 8.7 and 0.6%, respectively, over the study period ."
Article_76,"In contrast, bare land and vegetation dropped by 2.5 and 6.8%, respectively."
Article_76,"Although there is a positive association between NDBI and LST, higher LST is reported in areas with less vegetated (barren land) and vice versa."
Article_77,One such montane forest is the transboundary Mt.
Article_77,Elgon forest ecosystem over the last 45 years.
Article_77,Results established that there was an 18% decline in the natural forest cover between 1977 and 2019.
Article_77,There was a similar decline of 15.19% in bamboo forest cover.
Article_77,Plantation forests established in the 1990's also showed a 15.6% decline between 1999 and 2019.
Article_77,"There was, however, a 29% increase in mixed farming, a 10% increase in fallow land and a 0.13% increase in tea plantations."
Article_77,"The negative impacts often associated with land-use changes worldwide have become a global concern Dynamics of Land use and land cover (LULC) change have not been uniform in all parts of the world as a result of different driving forces Although land use change to modern agriculture has been effective in increasing food production, it has also extensively degraded the environment thus gaining a lot of interest because of its role in driving environmental changes | Les images: worrying land-use changes is the conversion of forests to other uses."
