Unnamed: 0,id_segment,text_segment,relevance_label,relevance_type_norm
218,1-s2.0-S0303243414001718-main_148,The older fields in proximity to the village boast a large number of healthy trees 10 20% whereas the newer fields further away have a very sparse tree cover Fig,1,LULC
219,s43247-020-00053-y_144,The comparison reveals which time interval and sub regions have experienced relatively slow versus relatively fast change.,0,
220,s43247-020-00053-y_144b,In the second level of analysis corresponding to the category level in Aldwaik and Pontius 2012 we extracted 1 the magnitude of change for each land cover category as gross gains and gross losses in km 2 and 2 annual rates of change % yr 1 for both gains and losses for each land cover category as well as the uniform change intensity over the same time interval,0,
221,1-s2.0-S2468227619307070-main_223,The Ashanti Region of Ghana and its forest reserves.Source RMSC 2016. http www.tei c.org ns 1.0 xml id fig 1 Fig,0,
222,sustainability-09-01917-v2_48,The main objectives are 1 to describe and quantify the impacts of historical LULCC on surface climate in West African regions 2 to compare those impacts to the ones caused by an increased amount of atmospheric greenhouse gases and 3 to check whether more realistic land cover description may improve climate model simulations over West African regions.,0,
223,sustainability-09-01917-v2_48b,The model experiments from the LUCID project and the observation data sets are presented in Section 2 together with changes in land cover since pre industrial times,0,
224,Analysis of deforestation pattern in the Niger Delta region of Nigeria_24,Deforestation is the conversion of forest land for uses other than its natural cover e.g,0,
225,rudel-2013-the-national-determinants-of-deforestation-in-sub-saharan-africa_24,Finally five of the six Congo basin countries that contain almost all of the continent s humid forests have large extractive industries oil and mineral whose political economy may have had important indirect effects on forest cover,2,DRIVERS
226,1-s2.0-S0169204617300270-main_282,This would imply a change from individual ownership to statutory land ownership in order to prevent one storey buildings of former farming communities in the city centre or to prevent uncompleted constructions due to individual financial problems,0,
227,s10745-016-9846-5_113,When several hundred cattle caused widespread crop damage in the central zone in 2010 the local donsoton hunters association which have taken up the role of extralegal vigilante action in different parts of West Africa was assembled and ready to expel the herders from the area,0,
228,s12571-010-0070-7_144,Nevertheless they provide greater aggregate crop production and higher returns on investment than the continuous cropping of unfertilized maize the farmers de facto practice,0,
229,1-s2.0-S2214581823000575-main_169,is based on designing and carrying out simulation experiments to assess the individual and combined impacts of LULC change and climate variability on different water balance components of the three basins described in Section 2 for the period of 1990 2020,0,
230,s11269-011-9931-x_178,Using a linear functional form we estimate for each crop where p d i refer to prices r d i represents production consumption ratios and and are parameters to be estimated Appendix Table,0,
231,1-s2.0-S0341816222001990-main_131,Anthropogenic activities such as agricultural reclamation and overgrazing may be primary driver of these deepening desertification patterns in these regions .,1,DRIVERS
232,1-s2.0-S0341816222001990-main_131b,There were notable differences in the desertification processes of different vegetation types across the Sahel Fig,0,
233,s12571-010-0070-7_42,The consequences are land degradation low yields persistent poverty and widespread malnutrition .,0,
234,s12571-010-0070-7_42b,Producing more food for a growing population in the coming decades while at the same time combating poverty and hunger is a huge challenge facing African agriculture,0,
235,nclimate2430_281,Beyond this point rainfall is dramatically reduced. note,0,
236,rudel-2013-the-national-determinants-of-deforestation-in-sub-saharan-africa_82,4 The dataset for these analyses is available in the electronic supplementary material. Table outlines major subregional differences in land cover and societal trends in SSA,0,
237,1-s2.0-S2468227619307070-main_14,Human activities have degraded about 85% of Ghana s Guinea Forest Region,2,DRIVERS
238,1-s2.0-S0264837715302131-main_135,As bow are more common in farmland and degraded savanna Fig,0,
239,1-s2.0-S2468227619307070-main_148,This strategy coupled with the regeneration of logged forest and the maturity of tree crops deforestation in disguise to form dense canopy altogether contributed to the increase in dense forest cover over the 13year period,1,"LULC, PRACTICES"
240,IBRAHIMetal_HJ2014_175,Field monitoring of matric potentials did not indicate downward flow at 10 m depth for the millet site this is consistent with the modeling results the transition from fallow to millet having occurred recently 5 years ago .,1,"LULCC, PRACTICES"
241,IBRAHIMetal_HJ2014_175b,Actually present day cultivation cycles in southwestern Niger could be considered to consist of 10 years under millet followed by 5 years of fallow conditions,2,"LULCC, PRACTICES"
242,1-s2.0-S0301479717300713-main_365,If you think of other land use types like intensive cultivation without fertilizers and others e that s certainly not a good one,0,
243,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_433,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figure c2 of Ghana is due to a dam Bui dam constructed on Ghana s Black Volta for hydro power generation,2,"DRIVERS, LULCC"
244,1-s2.0-S0167880913003502-main_101,Factors that increase crop yields will increase the amount of residue available and potentially soil C storage,0,
245,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_302,The annual rate i.e. 0.8% of water bodies loss per year was higher in 2000 2013 i.e. the postdrought era and recent period than in 1975 2000 which was 0.2% per year in the drought era and soon after the severe drought,2,LULCC
